state,year,quarter,name,count,amount
assam,2018,2,sonitpur district,82799,151230715.31
assam,2018,2,hojai district,27627,37555286.2
assam,2018,2,marigaon district,109223,204057284.22
assam,2018,2,chirang district,11893,20005276.77
assam,2018,2,cachar district,83921,105147622.61
assam,2018,2,nalbari district,28274,31476842.34
assam,2018,2,west karbi anglong district,3059,2307157.47
assam,2018,2,dhemaji district,28048,40136198.65
assam,2018,2,karimganj district,29742,31418376.06
assam,2018,2,bongaigaon district,30556,41124057.19
assam,2018,2,dima hasao district,7909,15427592.18
assam,2018,2,baksa district,34924,47062551.5
assam,2018,2,charaideo district,22888,22097271.47
assam,2018,2,darrang district,39773,44360631.73
assam,2018,2,kamrup metropolitan district,320417,548619364.23
assam,2018,2,hailakandi district,20932,21484955.79
assam,2018,2,barpeta district,102217,117541108.75
assam,2018,2,goalpara district,38784,48654323.65
assam,2018,2,biswanath district,24691,27140715.98
assam,2018,2,jorhat district,53341,70634515.73
assam,2018,3,tinsukia district,90928,155121755.76
assam,2018,3,lakhimpur district,51496,62695597.63
assam,2018,3,kamrup district,112726,148929589.8
assam,2018,3,kokrajhar district,40412,73077064.97
assam,2018,3,karbi anglong district,34200,57257408.76
assam,2018,3,sivasagar district,42699,59919419.35
assam,2018,3,dibrugarh district,98822,173048841.58
assam,2018,3,south salmara mancachar district,19386,26159422.02
assam,2018,3,nagaon district,142195,208584967.97
assam,2018,3,dhubri district,67607,103548615.78
assam,2018,3,golaghat district,54792,72105527.3
assam,2018,3,udalguri district,37084,49951166.54
assam,2018,3,majuli district,10921,8055597.91
assam,2018,3,sonitpur district,116196,252135800.72
assam,2018,3,hojai district,38583,61817228.95
assam,2018,3,marigaon district,102867,189132040.92
assam,2018,3,chirang district,18743,33723485.94
assam,2018,3,cachar district,123735,189612378.33
assam,2018,3,nalbari district,41038,53972192.02
assam,2018,3,west karbi anglong district,4995,4925639.96
assam,2018,3,dhemaji district,40083,66647316.38
assam,2018,3,karimganj district,44660,61562538.84
assam,2018,3,bongaigaon district,50508,82437701.24
assam,2018,3,dima hasao district,12952,21820660.62
assam,2018,3,baksa district,50043,78080860.9
assam,2018,3,charaideo district,28439,37987634.6
assam,2018,3,darrang district,51560,66050473.04
assam,2018,3,kamrup metropolitan district,476050,884121118.83
assam,2018,3,hailakandi district,29372,41835687.85
assam,2018,3,barpeta district,145945,230125281.84
assam,2018,3,goalpara district,57019,88773137.7
assam,2018,3,biswanath district,36071,49910423.58
assam,2018,3,jorhat district,79724,118008412.29
assam,2018,4,tinsukia district,127171,253718923.07
assam,2018,4,lakhimpur district,76772,104689433.94
assam,2018,4,kamrup district,162592,236088241.5
assam,2018,4,kokrajhar district,54606,123041318.32
assam,2018,4,karbi anglong district,53526,99019113.05
assam,2018,4,sivasagar district,64113,99142069.28
assam,2018,4,dibrugarh district,144931,264346941.49
assam,2018,4,south salmara mancachar district,26334,41170236.1
assam,2018,4,nagaon district,435103,317973029.47
assam,2018,4,dhubri district,120810,181651044.89
assam,2018,4,golaghat district,79500,126712548.59
assam,2018,4,udalguri district,51801,90836151.48
assam,2018,4,majuli district,16498,13348264.37
assam,2018,4,sonitpur district,165399,358549931.58
assam,2018,4,hojai district,53523,85392301.38
assam,2018,4,marigaon district,193075,207853575.1
assam,2018,4,chirang district,26846,51647368.61
assam,2018,4,cachar district,187360,272342253.13
assam,2018,4,nalbari district,61931,83491586.47
assam,2018,4,west karbi anglong district,8729,9985888.62
assam,2018,4,dhemaji district,62268,109905674.61
assam,2018,4,karimganj district,62738,106200165.51
assam,2018,4,bongaigaon district,84239,130369027.69
assam,2018,4,dima hasao district,19051,41435937.88
assam,2018,4,baksa district,66602,114583565.16
assam,2018,4,charaideo district,41777,63979700.09
assam,2018,4,darrang district,67909,109435369.93
assam,2018,4,kamrup metropolitan district,686010,1345451492.43
assam,2018,4,hailakandi district,43026,66947503.9
assam,2018,4,barpeta district,225449,354675455.93
assam,2018,4,goalpara district,101776,171764620.4
assam,2018,4,biswanath district,52514,77750045.92
assam,2018,4,jorhat district,110193,174524079.09
assam,2019,1,tinsukia district,147896,296016100.5
assam,2019,1,lakhimpur district,84448,135217192.88
assam,2019,1,kamrup district,205094,325387078.13
assam,2019,1,kokrajhar district,60413,133213397.37
assam,2019,1,karbi anglong district,62301,127716945.68
assam,2019,1,sivasagar district,73524,126028482.9
assam,2019,1,dibrugarh district,180303,308520050.14
assam,2019,1,south salmara mancachar district,36980,56376266.78
assam,2019,1,nagaon district,265767,382986937.0
assam,2019,1,dhubri district,129363,168832530.51
assam,2019,1,golaghat district,87815,150699869.59
assam,2019,1,udalguri district,57339,103343677.33
assam,2019,1,majuli district,15485,17616797.7
assam,2019,1,sonitpur district,197716,409811805.46
assam,2019,1,hojai district,61983,111715019.69
assam,2019,1,marigaon district,162645,225891536.79
assam,2019,1,chirang district,32379,57539957.79
assam,2019,1,cachar district,206705,335675210.43
assam,2019,1,nalbari district,70290,94533334.09
assam,2019,1,west karbi anglong district,11141,12368112.99
assam,2019,1,dhemaji district,69519,134956449.74
assam,2019,1,karimganj district,76238,140750684.49
assam,2019,1,bongaigaon district,91061,138479281.39
assam,2019,1,dima hasao district,26119,51318304.48
assam,2019,1,baksa district,75377,147648364.4
assam,2019,1,charaideo district,49174,75457156.84
assam,2019,1,darrang district,76056,137391656.76
assam,2019,1,kamrup metropolitan district,1306775,2605380335.92
assam,2019,1,hailakandi district,51401,76319460.14
assam,2019,1,barpeta district,262834,416977891.52
assam,2019,1,goalpara district,113947,191744923.22
assam,2019,1,biswanath district,59752,91143579.39
assam,2019,1,jorhat district,125165,215041144.38
assam,2019,2,tinsukia district,148294,323303192.87
assam,2019,2,lakhimpur district,88545,154536738.93
assam,2019,2,kamrup district,176995,334724712.07
assam,2019,2,kokrajhar district,58445,136120566.47
assam,2019,2,karbi anglong district,62877,150114998.05
assam,2019,2,sivasagar district,74192,134981544.55
assam,2019,2,dibrugarh district,169357,356524668.62
assam,2019,2,south salmara mancachar district,32449,69876713.57
assam,2019,2,nagaon district,231423,422774561.36
assam,2019,2,dhubri district,101070,201203482.81
assam,2019,2,golaghat district,89403,157511569.78
assam,2019,2,udalguri district,51326,108912182.94
assam,2019,2,majuli district,13800,17825869.55
assam,2019,2,sonitpur district,192707,444337498.77
assam,2019,2,hojai district,63598,125015617.43
assam,2019,2,marigaon district,130459,235342996.59
assam,2019,2,chirang district,31621,65747046.12
assam,2019,2,cachar district,177976,335126276.21
assam,2019,2,nalbari district,64729,108268162.2
assam,2019,2,west karbi anglong district,10260,15373392.66
assam,2019,2,dhemaji district,66560,150306788.81
assam,2019,2,karimganj district,70635,144404980.61
assam,2019,2,bongaigaon district,80689,155642822.44
assam,2019,2,dima hasao district,28118,57300032.73
assam,2019,2,baksa district,70162,150019543.79
assam,2019,2,charaideo district,45010,85061629.87
assam,2019,2,darrang district,70387,140869866.57
assam,2019,2,kamrup metropolitan district,2488968,5089657876.79
assam,2019,2,hailakandi district,47321,79845847.47
assam,2019,2,barpeta district,228864,466786096.4
assam,2019,2,goalpara district,97473,201643499.0
assam,2019,2,biswanath district,61472,103930302.37
assam,2019,2,jorhat district,129744,231878110.72
assam,2019,3,tinsukia district,196245,357008533.55
assam,2019,3,lakhimpur district,115808,182745177.3
assam,2019,3,kamrup district,222439,383883901.25
assam,2019,3,kokrajhar district,77004,153786698.22
assam,2019,3,karbi anglong district,83280,173411321.71
assam,2019,3,sivasagar district,101503,160505383.6
assam,2019,3,dibrugarh district,230118,425077484.13
assam,2019,3,south salmara mancachar district,32727,72591552.54
assam,2019,3,nagaon district,258566,491551326.22
assam,2019,3,dhubri district,115968,235503727.27
assam,2019,3,golaghat district,121795,194779142.64
assam,2019,3,udalguri district,69169,133441413.33
assam,2019,3,majuli district,19170,22241164.41
assam,2019,3,sonitpur district,257623,533288953.03
assam,2019,3,hojai district,84120,154505233.54
assam,2019,3,marigaon district,116364,242626706.44
assam,2019,3,chirang district,45161,87808950.14
assam,2019,3,cachar district,242781,426502976.77
assam,2019,3,nalbari district,82814,133051985.19
assam,2019,3,west karbi anglong district,14546,17754122.58
assam,2019,3,dhemaji district,90986,171587706.62
assam,2019,3,karimganj district,96450,167756855.42
assam,2019,3,bongaigaon district,104703,184020775.96
assam,2019,3,dima hasao district,41878,80649915.5
assam,2019,3,baksa district,92868,175122110.85
assam,2019,3,charaideo district,59490,103441007.09
assam,2019,3,darrang district,90156,171891466.68
assam,2019,3,kamrup metropolitan district,2188998,6080999088.2
assam,2019,3,hailakandi district,62134,95753332.84
assam,2019,3,barpeta district,262253,505242250.26
assam,2019,3,goalpara district,119928,234306376.69
assam,2019,3,biswanath district,78058,123277846.07
assam,2019,3,jorhat district,167468,274329134.39
assam,2019,4,tinsukia district,224113,423685126.95
assam,2019,4,lakhimpur district,129734,211979144.7
assam,2019,4,kamrup district,249708,461559258.77
assam,2019,4,kokrajhar district,90371,198548447.25
assam,2019,4,karbi anglong district,95122,214907046.11
assam,2019,4,sivasagar district,112099,192010348.16
assam,2019,4,dibrugarh district,255885,470389915.8
assam,2019,4,south salmara mancachar district,39935,91996007.23
assam,2019,4,nagaon district,287586,546184547.45
assam,2019,4,dhubri district,134357,284612415.48
assam,2019,4,golaghat district,138710,238009780.18
assam,2019,4,udalguri district,77332,154704605.56
assam,2019,4,majuli district,20488,26928995.95
assam,2019,4,sonitpur district,298139,613461613.27
assam,2019,4,hojai district,95246,175607661.95
assam,2019,4,marigaon district,132919,263927905.91
assam,2019,4,chirang district,51791,101022374.81
assam,2019,4,cachar district,273506,482197783.16
assam,2019,4,nalbari district,95723,156653435.64
assam,2019,4,west karbi anglong district,17914,25460539.28
assam,2019,4,dhemaji district,103033,197496702.44
assam,2019,4,karimganj district,108697,194919405.23
assam,2019,4,bongaigaon district,119397,235963764.72
assam,2019,4,dima hasao district,45414,93463244.84
assam,2019,4,baksa district,106632,221221950.66
assam,2019,4,charaideo district,70323,125582119.33
assam,2019,4,darrang district,98623,201143725.75
assam,2019,4,kamrup metropolitan district,2510384,7206165641.82
assam,2019,4,hailakandi district,67877,117286060.92
assam,2019,4,barpeta district,295624,613479659.53
assam,2019,4,goalpara district,139662,282003507.81
assam,2019,4,biswanath district,88764,151710760.82
assam,2019,4,jorhat district,185402,307700398.02
assam,2020,1,tinsukia district,286640,541758826.98
assam,2020,1,lakhimpur district,170709,275431087.2
assam,2020,1,kamrup district,322830,605538834.86
assam,2020,1,kokrajhar district,114668,248408355.22
assam,2020,1,karbi anglong district,113535,217131796.11
assam,2020,1,sivasagar district,145386,255427708.51
assam,2020,1,dibrugarh district,317878,585327059.68
assam,2020,1,south salmara mancachar district,53050,131605619.19
assam,2020,1,nagaon district,360749,736229612.9
assam,2020,1,dhubri district,171651,396380458.89
assam,2020,1,golaghat district,179380,301335497.79
assam,2020,1,udalguri district,102667,191387716.45
assam,2020,1,majuli district,25164,35131725.05
assam,2020,1,sonitpur district,383179,755509094.61
assam,2020,1,hojai district,116561,234366183.73
assam,2020,1,marigaon district,178906,365789442.37
assam,2020,1,chirang district,69572,129457976.35
assam,2020,1,cachar district,375774,659702346.19
assam,2020,1,nalbari district,123597,204236898.98
assam,2020,1,west karbi anglong district,24370,34424503.59
assam,2020,1,dhemaji district,132751,261048437.22
assam,2020,1,karimganj district,149784,300337283.14
assam,2020,1,bongaigaon district,154338,308181647.04
assam,2020,1,dima hasao district,57312,113253608.63
assam,2020,1,baksa district,139164,286488075.09
assam,2020,1,charaideo district,88911,166505285.42
assam,2020,1,darrang district,130156,282448987.91
assam,2020,1,kamrup metropolitan district,3338601,10080547554.27
assam,2020,1,hailakandi district,94255,178759552.24
assam,2020,1,barpeta district,367963,833078665.81
assam,2020,1,goalpara district,178776,399940069.49
assam,2020,1,biswanath district,108475,182185726.1
assam,2020,1,jorhat district,232108,371072710.74
assam,2020,2,tinsukia district,420620,618021383.19
assam,2020,2,lakhimpur district,272571,350989858.66
assam,2020,2,kamrup district,461735,696378364.13
assam,2020,2,kokrajhar district,172597,308298837.32
assam,2020,2,karbi anglong district,183647,292585692.42
assam,2020,2,sivasagar district,220014,286719380.24
assam,2020,2,dibrugarh district,447580,678491572.83
assam,2020,2,south salmara mancachar district,83003,196672059.63
assam,2020,2,nagaon district,521404,889592664.41
assam,2020,2,dhubri district,279128,458359612.45
assam,2020,2,golaghat district,290221,381486790.01
assam,2020,2,udalguri district,166432,268857082.81
assam,2020,2,majuli district,40396,51674787.73
assam,2020,2,sonitpur district,510820,899403354.27
assam,2020,2,hojai district,172987,285298432.07
assam,2020,2,marigaon district,240281,429689787.59
assam,2020,2,chirang district,112936,166769974.12
assam,2020,2,cachar district,448258,671325302.75
assam,2020,2,nalbari district,198498,254116361.13
assam,2020,2,west karbi anglong district,42806,49256668.87
assam,2020,2,dhemaji district,205941,328331122.27
assam,2020,2,karimganj district,219675,348307355.55
assam,2020,2,bongaigaon district,215359,339332330.98
assam,2020,2,dima hasao district,90255,143371839.62
assam,2020,2,baksa district,220877,363494158.45
assam,2020,2,charaideo district,132136,187405994.23
assam,2020,2,darrang district,191116,334935860.6
assam,2020,2,kamrup metropolitan district,2543890,7190215278.04
assam,2020,2,hailakandi district,145539,214091717.66
assam,2020,2,barpeta district,519590,967512954.94
assam,2020,2,goalpara district,261762,485118707.46
assam,2020,2,biswanath district,166278,223505041.45
assam,2020,2,jorhat district,306847,406689798.02
assam,2020,3,tinsukia district,442335,839411510.85
assam,2020,3,lakhimpur district,258450,431917438.4
assam,2020,3,kamrup district,445726,878646586.93
assam,2020,3,kokrajhar district,169456,354873433.74
assam,2020,3,karbi anglong district,186352,377558923.84
assam,2020,3,sivasagar district,213330,375381648.79
assam,2020,3,dibrugarh district,526945,1106487215.77
assam,2020,3,south salmara mancachar district,76074,203318061.95
assam,2020,3,nagaon district,535675,1153926434.06
assam,2020,3,dhubri district,265528,574593610.21
assam,2020,3,golaghat district,278714,484885427.86
assam,2020,3,udalguri district,154549,312073789.48
assam,2020,3,majuli district,39125,56123804.82
assam,2020,3,sonitpur district,540972,1164586118.84
assam,2020,3,hojai district,175557,355628836.03
assam,2020,3,marigaon district,230540,512119251.26
assam,2020,3,chirang district,102868,192241344.0
assam,2020,3,cachar district,487493,920279966.24
assam,2020,3,nalbari district,175078,305820367.28
assam,2020,3,west karbi anglong district,40408,63195580.48
assam,2020,3,dhemaji district,206214,411442432.55
assam,2020,3,karimganj district,249302,504923538.15
assam,2020,3,bongaigaon district,227984,476147034.03
assam,2020,3,dima hasao district,93676,180472116.29
assam,2020,3,baksa district,208297,442621506.64
assam,2020,3,charaideo district,130863,244390041.98
assam,2020,3,darrang district,188334,455692195.89
assam,2020,3,kamrup metropolitan district,4268591,13346088870.11
assam,2020,3,hailakandi district,161126,294342674.93
assam,2020,3,barpeta district,553783,1306355860.16
assam,2020,3,goalpara district,277508,630486618.28
assam,2020,3,biswanath district,171570,332570734.95
assam,2020,3,jorhat district,315288,542788284.76
assam,2020,4,tinsukia district,543941,1209737013.97
assam,2020,4,lakhimpur district,304251,620709324.08
assam,2020,4,kamrup district,557203,1271039293.25
assam,2020,4,kokrajhar district,209653,522575460.28
assam,2020,4,karbi anglong district,229991,548523247.57
assam,2020,4,sivasagar district,259736,561002521.46
assam,2020,4,dibrugarh district,631601,1479167066.81
assam,2020,4,south salmara mancachar district,111015,338306352.61
assam,2020,4,nagaon district,667880,1665021995.82
assam,2020,4,dhubri district,337623,874322425.39
assam,2020,4,golaghat district,337771,687756877.79
assam,2020,4,udalguri district,181878,415302655.28
assam,2020,4,majuli district,43480,69435583.79
assam,2020,4,sonitpur district,676306,1560923095.77
assam,2020,4,hojai district,224628,528926408.78
assam,2020,4,marigaon district,277304,736327079.85
assam,2020,4,chirang district,121011,281687589.58
assam,2020,4,cachar district,623731,1434767202.35
assam,2020,4,nalbari district,210966,464782209.23
assam,2020,4,west karbi anglong district,44259,80617646.24
assam,2020,4,dhemaji district,250452,567469583.06
assam,2020,4,karimganj district,309172,754661918.89
assam,2020,4,bongaigaon district,301859,724047412.77
assam,2020,4,dima hasao district,110429,262165738.18
assam,2020,4,baksa district,253333,644108232.33
assam,2020,4,charaideo district,152117,356182476.76
assam,2020,4,darrang district,239602,682167456.15
assam,2020,4,kamrup metropolitan district,5300547,16105922899.46
assam,2020,4,hailakandi district,189140,419018012.37
assam,2020,4,barpeta district,724763,2053361856.48
assam,2020,4,goalpara district,381733,1018165139.84
assam,2020,4,biswanath district,215627,472733035.6
assam,2020,4,jorhat district,400452,815676507.47
assam,2021,1,tinsukia district,480161,1160430411.71
assam,2021,1,lakhimpur district,278213,669614741.67
assam,2021,1,kamrup district,557802,1450662971.7
assam,2021,1,kokrajhar district,228889,627990382.79
assam,2021,1,karbi anglong district,217934,608528765.13
assam,2021,1,sivasagar district,242611,602350918.99
assam,2021,1,dibrugarh district,680608,1710571109.98
assam,2021,1,south salmara mancachar district,134708,477352228.41
assam,2021,1,nagaon district,675634,2019926209.38
assam,2021,1,dhubri district,362613,1035861131.43
assam,2021,1,golaghat district,311238,749087184.83
assam,2021,1,udalguri district,173233,451305008.43
assam,2021,1,majuli district,34915,74357604.61
assam,2021,1,sonitpur district,669242,1689369790.43
assam,2021,1,hojai district,220269,591418708.81
assam,2021,1,marigaon district,298011,918760114.97
assam,2021,1,chirang district,127192,321319197.08
assam,2021,1,cachar district,614703,1577581912.68
assam,2021,1,nalbari district,197323,506378435.71
assam,2021,1,west karbi anglong district,41137,84887268.51
assam,2021,1,dhemaji district,231336,615209792.83
assam,2021,1,karimganj district,304173,916185934.31
assam,2021,1,bongaigaon district,321020,874996649.18
assam,2021,1,dima hasao district,104846,283821933.22
assam,2021,1,baksa district,260583,764921383.9
assam,2021,1,charaideo district,138143,380869059.44
assam,2021,1,darrang district,259665,757825643.4
assam,2021,1,kamrup metropolitan district,9400818,24003716533.7
assam,2021,1,hailakandi district,189886,515905421.9
assam,2021,1,barpeta district,768249,2378951523.38
assam,2021,1,goalpara district,400249,1203600745.35
assam,2021,1,biswanath district,197774,446301042.83
assam,2021,1,jorhat district,388882,856404785.43
assam,2021,2,tinsukia district,606143,1318534292.53
assam,2021,2,lakhimpur district,361975,751021666.69
assam,2021,2,kamrup district,737877,1686926641.04
assam,2021,2,kokrajhar district,291109,760467202.4
assam,2021,2,karbi anglong district,275847,664132421.61
assam,2021,2,sivasagar district,303100,635897961.45
assam,2021,2,dibrugarh district,870918,1976153977.77
assam,2021,2,south salmara mancachar district,213176,702484951.45
assam,2021,2,nagaon district,928187,2446953429.4
assam,2021,2,dhubri district,528440,1316708576.8
assam,2021,2,golaghat district,382567,828266419.21
assam,2021,2,udalguri district,229956,535712130.36
assam,2021,2,majuli district,44407,85365999.51
assam,2021,2,sonitpur district,848080,1929013770.59
assam,2021,2,hojai district,285880,717552682.84
assam,2021,2,marigaon district,452067,1213004303.88
assam,2021,2,chirang district,173228,416705187.85
assam,2021,2,cachar district,743120,1680050955.98
assam,2021,2,nalbari district,265787,614926960.41
assam,2021,2,west karbi anglong district,51169,93322156.33
assam,2021,2,dhemaji district,299375,707439590.85
assam,2021,2,karimganj district,376322,1008636324.56
assam,2021,2,bongaigaon district,445957,1107075859.5
assam,2021,2,dima hasao district,127333,291445306.01
assam,2021,2,baksa district,333425,874733682.78
assam,2021,2,charaideo district,169721,406368639.27
assam,2021,2,darrang district,373027,991719331.06
assam,2021,2,kamrup metropolitan district,12113618,26948905679.33
assam,2021,2,hailakandi district,258553,622102715.35
assam,2021,2,barpeta district,1094358,2927546915.44
assam,2021,2,goalpara district,544911,1475602701.25
assam,2021,2,biswanath district,255222,546335899.89
assam,2021,2,jorhat district,448050,911359043.24
assam,2021,3,tinsukia district,726497,1620117007.21
assam,2021,3,lakhimpur district,433255,930738036.16
assam,2021,3,kamrup district,957373,2112276358.42
assam,2021,3,kokrajhar district,366661,966061545.14
assam,2021,3,karbi anglong district,338533,828250761.68
assam,2021,3,sivasagar district,350815,733449637.27
assam,2021,3,dibrugarh district,1116075,2517711536.28
assam,2021,3,south salmara mancachar district,245208,682772092.13
assam,2021,3,nagaon district,1156024,2903215135.78
assam,2021,3,dhubri district,668723,1682447560.54
assam,2021,3,golaghat district,446587,965096814.54
assam,2021,3,udalguri district,291168,657660643.92
assam,2021,3,majuli district,51208,102034225.95
assam,2021,3,sonitpur district,1030160,2385666128.44
assam,2021,3,hojai district,368350,874185464.73
assam,2021,3,marigaon district,554657,1470486045.68
assam,2021,3,chirang district,220676,528538770.57
assam,2021,3,cachar district,998685,2285248942.88
assam,2021,3,nalbari district,318284,722110352.78
assam,2021,3,west karbi anglong district,57137,112522665.54
assam,2021,3,dhemaji district,359737,848544237.45
assam,2021,3,karimganj district,524239,1393649226.03
assam,2021,3,bongaigaon district,548175,1331228200.28
assam,2021,3,dima hasao district,149975,353350846.59
assam,2021,3,baksa district,418859,1074324607.68
assam,2021,3,charaideo district,201059,479392451.0
assam,2021,3,darrang district,498938,1241235475.75
assam,2021,3,kamrup metropolitan district,16840668,36123082534.66
assam,2021,3,hailakandi district,360281,801449299.07
assam,2021,3,barpeta district,1436928,3522432994.68
assam,2021,3,goalpara district,650085,1747257315.99
assam,2021,3,biswanath district,288131,620203649.37
assam,2021,3,jorhat district,531290,1083758709.11
assam,2021,4,tinsukia district,924326,2099664801.03
assam,2021,4,lakhimpur district,560279,1263722648.48
assam,2021,4,kamrup district,1326629,2906827875.98
assam,2021,4,kokrajhar district,529425,1392051533.96
assam,2021,4,karbi anglong district,448701,1157896438.24
assam,2021,4,sivasagar district,452511,991840783.0
assam,2021,4,dibrugarh district,1489321,3247229901.08
assam,2021,4,south salmara mancachar district,314595,919174483.77
assam,2021,4,nagaon district,1599255,4181552742.9
assam,2021,4,dhubri district,947815,2452971274.53
assam,2021,4,golaghat district,597064,1337575801.95
assam,2021,4,udalguri district,406086,917680978.06
assam,2021,4,majuli district,65312,129028300.43
assam,2021,4,sonitpur district,1437714,3119948215.77
assam,2021,4,hojai district,527676,1247022294.1
assam,2021,4,marigaon district,846244,2372441369.99
assam,2021,4,chirang district,298090,751602013.91
assam,2021,4,cachar district,1424029,3288405319.03
assam,2021,4,nalbari district,437199,1015183561.0
assam,2021,4,west karbi anglong district,72436,155335117.46
assam,2021,4,dhemaji district,450526,1098025411.04
assam,2021,4,karimganj district,719693,2011084236.74
assam,2021,4,bongaigaon district,760610,1900609318.31
assam,2021,4,dima hasao district,188499,461001023.11
assam,2021,4,baksa district,575080,1530357403.56
assam,2021,4,charaideo district,255415,657528333.42
assam,2021,4,darrang district,772608,2012722511.55
assam,2021,4,kamrup metropolitan district,22903930,48177919267.37
assam,2021,4,hailakandi district,494043,1131182051.51
assam,2021,4,barpeta district,2145496,5341626359.64
assam,2021,4,goalpara district,920783,2590433257.9
assam,2021,4,biswanath district,368466,837297984.14
assam,2021,4,jorhat district,760505,1488025280.26
assam,2022,1,tinsukia district,1110108,2471991459.74
assam,2022,1,lakhimpur district,725851,1653871930.75
assam,2022,1,kamrup district,1708845,3838019247.42
assam,2022,1,kokrajhar district,703834,1794915585.47
assam,2022,1,karbi anglong district,576671,1480533626.53
assam,2022,1,sivasagar district,570136,1201010320.39
assam,2022,1,dibrugarh district,1830668,3721424814.96
assam,2022,1,south salmara mancachar district,424292,1357660615.54
assam,2022,1,nagaon district,2049272,5405490459.95
assam,2022,1,dhubri district,1247298,3380205337.13
assam,2022,1,golaghat district,753488,1681747448.41
assam,2022,1,udalguri district,547716,1168300625.43
assam,2022,1,majuli district,89346,172837394.19
assam,2022,1,sonitpur district,1805856,3651941482.3
assam,2022,1,hojai district,665166,1595056089.15
assam,2022,1,marigaon district,1027786,2790138101.72
assam,2022,1,chirang district,363645,951303010.31
assam,2022,1,cachar district,1869862,4225305321.29
assam,2022,1,nalbari district,571467,1369285179.17
assam,2022,1,west karbi anglong district,88219,186901516.61
assam,2022,1,dhemaji district,562489,1369239048.85
assam,2022,1,karimganj district,962907,2759677605.07
assam,2022,1,bongaigaon district,1014501,2661981437.25
assam,2022,1,dima hasao district,216314,509944077.1
assam,2022,1,baksa district,731895,1944006764.85
assam,2022,1,charaideo district,311136,742058516.31
assam,2022,1,darrang district,1205741,2732173374.69
assam,2022,1,kamrup metropolitan district,28908435,60093746992.89
assam,2022,1,hailakandi district,652625,1476770132.03
assam,2022,1,barpeta district,2846523,7413611760.55
assam,2022,1,goalpara district,1299073,3720380319.73
assam,2022,1,biswanath district,470228,990785769.71
assam,2022,1,jorhat district,978493,1768122527.24
assam,2022,2,tinsukia district,1393042,2864342184.62
assam,2022,2,lakhimpur district,949594,1949181060.63
assam,2022,2,kamrup district,2122755,4247651138.55
assam,2022,2,kokrajhar district,941658,2134593237.41
assam,2022,2,karbi anglong district,663418,1596022243.66
assam,2022,2,sivasagar district,694978,1292419445.26
assam,2022,2,dibrugarh district,2372318,4426557091.53
assam,2022,2,south salmara mancachar district,532090,1518417902.49
assam,2022,2,nagaon district,2624899,6401629329.65
assam,2022,2,dhubri district,1748061,4095843491.51
assam,2022,2,golaghat district,928135,1870905474.84
assam,2022,2,udalguri district,731430,1374405319.61
assam,2022,2,majuli district,105899,192613565.74
assam,2022,2,sonitpur district,2331103,4228702694.64
assam,2022,2,hojai district,832316,1885347223.24
assam,2022,2,marigaon district,1362294,3195268221.19
assam,2022,2,chirang district,483371,1142819737.07
assam,2022,2,cachar district,2208886,4390976386.36
assam,2022,2,nalbari district,711088,1547056523.55
assam,2022,2,west karbi anglong district,98911,208934121.88
assam,2022,2,dhemaji district,698448,1532877539.61
assam,2022,2,karimganj district,1164306,2886007289.47
assam,2022,2,bongaigaon district,1380703,3242058585.81
assam,2022,2,dima hasao district,228456,545715522.47
assam,2022,2,baksa district,905373,2132096440.24
assam,2022,2,charaideo district,382915,812357268.89
assam,2022,2,darrang district,1764727,3227701241.99
assam,2022,2,kamrup metropolitan district,37896005,70515346667.22
assam,2022,2,hailakandi district,787208,1571435620.28
assam,2022,2,barpeta district,3782074,8597920826.99
assam,2022,2,goalpara district,1660385,4241626695.29
assam,2022,2,biswanath district,604714,1221547710.86
assam,2022,2,jorhat district,1243165,2020664284.24
assam,2022,3,tinsukia district,1596815,3042250714.06
assam,2022,3,lakhimpur district,1107100,2067093940.62
assam,2022,3,kamrup district,2430234,4614592326.48
assam,2022,3,kokrajhar district,1067899,2284375602.78
assam,2022,3,karbi anglong district,859889,1828335931.77
assam,2022,3,sivasagar district,747403,1314001865.7
assam,2022,3,dibrugarh district,2307181,3933628296.03
assam,2022,3,south salmara mancachar district,605276,1484669445.18
assam,2022,3,nagaon district,2968058,6558107158.01
assam,2022,3,dhubri district,2223747,4556385241.83
assam,2022,3,golaghat district,1053657,2034519777.29
assam,2022,3,udalguri district,863753,1579156771.5
assam,2022,3,majuli district,134355,225690807.14
assam,2022,3,sonitpur district,3096898,5410346627.41
assam,2022,3,hojai district,1043820,2113483858.33
assam,2022,3,marigaon district,1489205,3238457317.65
assam,2022,3,chirang district,715691,1537298774.95
assam,2022,3,cachar district,2665315,5192449137.35
assam,2022,3,nalbari district,794013,1648877908.72
assam,2022,3,west karbi anglong district,109757,205472736.92
assam,2022,3,dhemaji district,772797,1515654182.86
assam,2022,3,karimganj district,1334451,3178134072.44
assam,2022,3,bongaigaon district,1668882,3479985149.63
assam,2022,3,dima hasao district,288848,678521294.53
assam,2022,3,baksa district,994859,2149845145.96
assam,2022,3,charaideo district,653536,1267458929.21
assam,2022,3,darrang district,1805090,3233214492.57
assam,2022,3,kamrup metropolitan district,39606017,69410860235.23
assam,2022,3,hailakandi district,1560929,2991549159.65
assam,2022,3,barpeta district,4561028,9149960686.49
assam,2022,3,goalpara district,2054687,4590076568.3
assam,2022,3,biswanath district,668091,1279949511.7
